"legacy_path","top_folder","legacy_type","title","bytes","heading_count","first_headings","url_count","wikilink_count","table_line_count","content_flags","migration_action","target_primary","target_secondary","risk_flags"
"Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","Gebäude","","Härmälänranta / A-Kruunu ReCreate mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse","17266","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","5","0","70","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","projekt/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Hastings_Pier_Visitor_Centre.md","Gebäude","","Hastings Pier Visitor Centre / Pavilion Cladding, Hastings","24371","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","7","0","93","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;certification_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Hastings_Pier_Visitor_Centre","projekt/Hastings_Pier_Visitor_Centre; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Gebäude","","Haus HOS / Mehrfamilienhaus Mühlhausen — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","21137","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","84","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Haus_HOS_Mehrfamilienhaus_Muehlhausen","projekt/Haus_HOS_Mehrfamilienhaus_Muehlhausen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Holbein_Gardens_London.md","Gebäude","","Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","26452","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","13","0","97","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;certification_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Holbein_Gardens_London","projekt/Holbein_Gardens_London; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Gebäude","","House of Fraser / 318 Oxford Street â†’ TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","29706","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","10","0","111","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;certification_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","projekt/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Gebäude","","Impact Hub Berlin Interior / CRCLR Fit-out – Fallstudie Direct Reuse / zirkuläres Bauen","21879","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","7","0","84","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Impact_Hub_Berlin_CRCLR_Fitout","projekt/Impact_Hub_Berlin_CRCLR_Fitout; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Institut_de_Botanique_ULg_Liege.md","Gebäude","","Institut de Botanique de l’ULg, Liège — Fallstudie Direct Reuse / zirkuläres Bauen","17049","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","2","0","74","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Institut_de_Botanique_ULg_Liege","projekt/Institut_de_Botanique_ULg_Liege; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Gebäude","","Jeugdkliniek Ithaka / Emergis, Kloetinge","25769","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","15","0","93","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Gebäude","","Juch-Areal Recyclingzentrum, Zürich-Altstetten","24327","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","83","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","projekt/Juch_Areal_Recyclingzentrum_Zuerich; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Gebäude","","K.118 / Kopfbau Halle 118, Winterthur — Fallstudie Direct Reuse / Wiederverwendung","24985","20","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","103","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/K118_Kopfbau_Halle_118_Winterthur","projekt/K118_Kopfbau_Halle_118_Winterthur; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Gebäude","","KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","27596","20","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","107","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","projekt/KA13_Kristian_Augusts_gate_13_Oslo; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Gebäude","","Kamikatsu Zero Waste Center / Hotel WHY, Kamikatsu","25858","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","8","0","98","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Kamikatsu_Zero_Waste_Center_Hotel_WHY","projekt/Kamikatsu_Zero_Waste_Center_Hotel_WHY; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Gebäude","","Kindergarten Mööslistrasse / Manegg, Zürich — Fallstudie Bauteilwiederverwendung / Direct Reuse","27086","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","102","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Kindergarten_Moeoeslistrasse_Manegg_Zuerich","projekt/Kindergarten_Moeoeslistrasse_Manegg_Zuerich; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Liander_Alliander_HQ_Duiven.md","Gebäude","","Liander / Alliander HQ, Duiven — Fallstudie Direct Reuse / zirkuläres Bauen","19559","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","5","0","77","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;certification_terms;platform_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Liander_Alliander_HQ_Duiven","projekt/Liander_Alliander_HQ_Duiven; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Lo_Reninge_Town_Hall_Facade.md","Gebäude","","Lo-Reninge Town Hall façade / Stadhuis Lo – Fallstudie Direct Reuse","20068","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","80","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Lo_Reninge_Town_Hall_Facade","projekt/Lo_Reninge_Town_Hall_Facade; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Gebäude","","Lokomotion Technology Centre mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse","19726","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","5","0","73","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Lokomotion_Technology_Centre_mini_pilot_Tampere","projekt/Lokomotion_Technology_Centre_mini_pilot_Tampere; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Gebäude","","Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","26392","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","6","0","101","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Lycee_Michel_Lucius_Conversion_Luxembourg","projekt/Lycee_Michel_Lucius_Conversion_Luxembourg; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Maison_des_Canaux_Paris.md","Gebäude","","Maison des Canaux, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","18887","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","77","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Maison_des_Canaux_Paris","projekt/Maison_des_Canaux_Paris; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Maison_DnA_Asse.md","Gebäude","","Maison DnA / dnA House, Asse — Fallstudie Direct Reuse / zirkuläres Bauen","19698","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","3","0","89","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;numeric_or_metric_terms","split_into_case_graph","fallstudie/Maison_DnA_Asse","projekt/Maison_DnA_Asse; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Maison_Vignette_Auderghem.md","Gebäude","","Maison Vignette, Auderghem – Fallstudie Direct Reuse","21934","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","91","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Maison_Vignette_Auderghem","projekt/Maison_Vignette_Auderghem; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Mehrow_Pilot_House.md","Gebäude","","Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","19994","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","85","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Mehrow_Pilot_House","projekt/Mehrow_Pilot_House; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Gebäude","","Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","18224","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","5","0","74","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","projekt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Montessori_Maassluis.md","Gebäude","","Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","23287","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","99","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Montessori_Maassluis","projekt/Montessori_Maassluis; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Gebäude","","Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","22371","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","85","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Multi_Brussels_Reuse_in_MULTI","projekt/Multi_Brussels_Reuse_in_MULTI; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Musee_de_Folklore_Mouscron.md","Gebäude","","Musée de Folklore Vie Frontalière / MUSEF, Mouscron – Fallstudie Direct Reuse","21823","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","6","0","84","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Musee_de_Folklore_Mouscron","projekt/Musee_de_Folklore_Mouscron; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Peoples_Pavilion_Eindhoven.md","Gebäude","","People’s Pavilion, Eindhoven — Fallstudie Direct Reuse","20427","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","82","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Peoples_Pavilion_Eindhoven","projekt/Peoples_Pavilion_Eindhoven; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Plattenpalast_Berlin.md","Gebäude","","Plattenpalast Berlin — Fallstudie Direct Reuse","20256","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","6","0","67","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Plattenpalast_Berlin","projekt/Plattenpalast_Berlin; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Plattenvereinigung_Berlin.md","Gebäude","","Plattenvereinigung Berlin — Fallstudie Direct Reuse","20430","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","6","0","66","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Plattenvereinigung_Berlin","projekt/Plattenvereinigung_Berlin; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Gebäude","","PLP Architecture HQ / Circular Studio Fit-out, London — Fallstudie Direct Reuse","21360","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","81","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;numeric_or_metric_terms","split_into_case_graph","fallstudie/PLP_London_HQ_Circular_Studio_Fitout","projekt/PLP_London_HQ_Circular_Studio_Fitout; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Gebäude","","Re:Crete footbridge — Fallstudie Direct Reuse","19515","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","5","0","64","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/ReCrete_footbridge_reused_concrete_blocks","projekt/ReCrete_footbridge_reused_concrete_blocks; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Recyclinghaus_Hannover.md","Gebäude","","Recyclinghaus Hannover — Fallstudie Direct Reuse / zirkuläres Bauen","27969","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","13","0","110","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;certification_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Recyclinghaus_Hannover","projekt/Recyclinghaus_Hannover; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Recypark_Demets_Anderlecht.md","Gebäude","","Recypark Demets / Recypark Anderlecht, Brüssel — Fallstudie Direct Reuse / Wiederverwendung","24350","20","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","99","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;platform_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Recypark_Demets_Anderlecht","projekt/Recypark_Demets_Anderlecht; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Gebäude","","Résilience / La Ferme des Possibles, Stains — Fallstudie Direct Reuse / zirkuläres Bauen","27620","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","7","0","114","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Resilience_La_Ferme_des_Possibles_Stains","projekt/Resilience_La_Ferme_des_Possibles_Stains; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Resource_Rows_Copenhagen.md","Gebäude","","Resource Rows, Copenhagen — Fallstudie Direct Reuse / zirkuläres Bauen","20040","15","1. EINORDNUNG | 2. ENTITÄTEN-MAPPING | Vorgeschlagene neue Entität | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","5","0","82","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Resource_Rows_Copenhagen","projekt/Resource_Rows_Copenhagen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
